Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1988,Darryl Pearson,Alabama State,WR,73.9,198,9.25,,,4.78,2,28.5,103,4.44,,11.98
1988,Mike Perez,San Jose State,QB,73.5,207,8.75,,,,16,,,,,
1988,Brett Perriman,Miami (FL),WR,69.4,175,8.75,,,4.36,17,36,,,,
1988,Gerald Perry,Southern (LA),OT,77.9,311,10.5,,,5.14,13,26.5,99,,,
1988,Richard Petitbon,Maryland,ILB,75.9,240,,,,,17,,,,,
1988,Edward Phillips,Auburn,OLB,73.9,241,8.75,,,4.77,20,,,,,
1988,John Phillips,Clemson,OG,76.4,268,10,,,5.2,17,29.5,98,5.04,,
1988,Jon Phillips,Oklahoma,OG,75.4,280,9.5,,,5.07,23,26.5,104,4.76,,
1988,Mike Piel,Illinois,DT,76.5,263,10.25,,,5.15,,29,111,4.43,,
1988,Paul Pomfret,Penn State,TE,75.5,242,10,,,4.86,17,31.5,110,4.45,,11.74
1988,Joel Porter,Baylor,OT,75.8,269,9,,,5.02,27,28,100,4.79,,
1988,Kevin Porter,Auburn,SS,70.5,211,9,,,4.56,15,34.5,119,4.2,,11.31
1988,James Primus,UCLA,RB,70.8,196,8,,,4.49,14,33.5,114,4.28,,11.48
1988,Mickey Pruitt,Colorado,SS,73,211,10.25,,,,5,,,,,
1988,Rollin Putzier,Oregon,DT,76,279,10.25,,,4.99,22,29.5,106,4.48,,
1988,Mickey Ray,Appalachian State (NC),OLB,73.9,231,9.25,,,4.75,12,33,111,4.53,,12.21
1988,Darrell Reed,Oklahoma,OLB,73.3,225,9,,,4.92,15,29.5,110,4.58,,11.86
1988,Harvey Reed,Howard (DC),RB,71,181,9,,,4.5,9,32,119,4.21,,11.49
1988,Tom Rehder,Notre Dame,OT,78.3,270,9.75,,,4.86,14,31.5,114,4.56,,
1988,Caesar Rentie,Oklahoma,OG,74.9,293,10.5,,,5.06,30,26.5,100,5,,
1988,James Rich,Albany State (GA),WR,72,170,9,,,4.68,8,31,114,4.51,,12.33
1988,Gary Richard,Pittsburgh,CB,69.1,171,8.25,,,4.6,15,31.5,104,4.47,,11.54
1988,David Richards,UCLA,OT,77,327,9,,,5.29,22,22.5,90,4.98,,
1988,Alfredo Roberts,Miami (FL),TE,75.8,247,8.75,,,4.95,,29.5,,4.46,,11.91
1988,Bill Romanowski,Boston College,OLB,75.5,231,9.25,,,4.76,,31.5,111,4.25,,11.45
1988,Rich Romer,New York,OLB,74.8,214,9.25,,,4.79,18,30,111,4.38,,11.89
1988,Tim Rother,Nebraska,DE,79,265,10.25,,,4.96,17,32.5,111,4.55,,
1988,Tollie Royal,Sam Houston State (TX),SS,71,197,9.5,,,4.68,17,37,115,4.28,,11.47
1988,Todd Santos,San Diego State,QB,73.9,207,10,,,4.98,10,27.5,100,4.5,,
1988,James Saxon,San Jose State,RB,71.1,205,9.25,,,4.67,12,31,115,4.42,,11.97
1988,Greg Scales,Wake Forest,TE,75.6,253,9.25,,,4.84,17,29,112,4.54,,12.28
1988,Andy Schillinger,Miami (OH),WR,71.6,179,9,,,4.48,8,30.5,110,4.11,,11.11
1988,Michael Scott,Missouri,OG,76.6,277,8.5,,,5.16,23,27,105,4.82,,11.11
1988,Mike Scully,Illinois,OT,76.9,283,10.25,,,5.28,24,25,103,4.77,,
1988,Stacy Searels,Auburn,OT,77.4,276,9.75,,,5.19,,25.5,99,4.7,,
1988,Sterling Sharpe,South Carolina,WR,71.5,202,9.5,,,,,,,,,
1988,Ricky Shaw,Oklahoma State,DE,76.3,234,11,,,4.74,15,34.5,127,4.5,,
1988,Bob Sims,Florida,OG,75.5,269,10,,,5.15,25,29,96,4.69,,
1988,Dwight Sistrunk,Iowa,CB,72.1,185,9.5,,,4.77,,31.5,106,4.4,,11.7
1988,Steve Slayden,Duke,QB,73.5,185,10.25,,,4.99,1,26.5,103,4.57,,
1988,Danny Smith,South Carolina,WR,74.4,207,8.25,,,4.7,6,30.5,115,4.45,,12.02
1988,Neil Smith,Nebraska,DE,76.3,257,9,,,4.65,,32.5,124,4.57,,
1988,Rod Smith,Nebraska,WR,71.8,197,9,,,,9,,,,,
1988,Chris Spielman,Ohio State,ILB,72,234,9.25,,,4.9,23,32.5,109,4.13,,11.97
1988,John Stephens,Northwestern State (LA),RB,72.1,220,8.5,,,4.41,23,35.5,116,4.22,,11.34
1988,Tony Stephens,Clemson,DT,74.6,306,9.5,,,,23,,,,,
1988,Lemuel Stinson,Texas Tech,CB,69.4,165,9,,,4.54,,37,122,4.27,,11.63
1988,Fred Strickland,Purdue,OLB,74.1,244,9,,,4.73,23,32,114,4.28,,11.91
1988,Rick Strom,Georgia Tech,QB,74.3,203,9.25,,,4.72,9,31,108,4.39,,
1988,Danny Stubbs,Miami (FL),DE,76.3,259,9.5,,,4.9,,25,110,4.65,,
1988,John Talley,West Virginia,WR,77,225,10,,,4.83,6,31,115,4.37,,11.81
1988,David Tate,Colorado,SS,72.6,178,9,,,4.71,14,35.5,126,4.24,,11.45
1988,Lars Tate,Georgia,RB,73.6,213,8.75,,,4.47,18,31.5,124,4.37,,11.69
1988,Keith Taylor,Illinois,SS,71.4,193,8,,,4.56,14,,,,,
1988,Franky Thomas,Houston,FS,74.4,208,10,,,4.69,14,31.5,111,4.35,,11.8
1988,George Thomas,Nevada Las Vegas,WR,69.4,169,9.5,,,4.4,7,34,120,4.4,,11.63
1988,Rodney Thomas,Brigham Young,CB,69.8,197,9,,,4.52,16,32.5,111,4.34,,11.64
1988,Thurman Thomas,Oklahoma State,RB,69.9,198,8.75,,,4.47,13,33,114,4.21,,11.39
1988,William Thompson,Boston College,OLB,74.4,230,9.25,,,4.69,22,30,113,4.42,,12.14
1988,Jim Thornton,Cal-State Fullerton,TE,74,246,9.5,,,4.7,29,36,123,4.31,,11.42
1988,Randy Thornton,Houston,OLB,76.1,223,10,,,4.58,14,32,124,4.3,,11.73
1988,Tom Tupa,Ohio State,P,76.5,220,10.25,,,4.83,13,28,105,4.31,,
1988,Robert Tyler,South Carolina State,TE,77,259,10,,,5.02,15,27,104,4.85,,13
1988,Darryl Usher,Illinois,WR,67.5,162,8.25,,,4.46,10,34.5,110,4.02,,11.24
1988,Chris Verhulst,Cal State Chico,TE,74,239,9.25,,,4.67,27,,,,,
1988,Dave Viaene,Minnesota-Duluth,C,77,291,11,,,5.28,31,28.5,104,4.98,,
1988,David Vickers,Oklahoma,CB,74.6,197,10,,,4.86,7,33,110,4.25,,11.8
1988,Van Waiters,Indiana,OLB,75.9,243,8.75,,,4.87,9,30.5,108,4.7,,12.8
1988,Kevin Walker,Maryland,OLB,74.5,238,,,,,22,,,,,
1988,Reggie Ware,Auburn,RB,73,241,8.5,,,4.59,17,34,109,4.4,,12.01
1988,James Washington,UCLA,FS,72.9,191,7.5,,,4.66,6,34,116,4.43,,11.98
1988,Charles Webb,Arizona,FB,72.3,224,9,,,4.71,17,28.5,107,4.45,,12.25
1988,Brandy Wells,Notre Dame,CB,70,184,9.25,,,4.53,15,33.5,115,4.33,,11.55
1988,Herb Wester,Iowa,OT,79.5,300,9.25,,,5.41,22,26.5,93,4.99,,
1988,Derrick White,Oklahoma,CB,68.3,182,9,,,4.59,10,28.5,95,4.63,,11.57
1988,Lorenzo White,Michigan State,RB,70.6,207,9,,,,,,,,,
1988,Sheldon White,Miami (OH),CB,71.1,191,9.5,,,4.47,10,35.5,112,3.97,,11.31
1988,Todd White,Cal-State Fullerton,WR,72.3,196,10.5,,,4.68,7,32,111,4.38,,11.48
1988,William White,Ohio State,SS,69.8,189,9.5,,,4.57,11,33,111,4.22,,11.54
1988,Clay Whitehurst,Alabama,WR,71.8,196,8.25,,,4.67,3,29,107,4.25,,11.5
1988,Dave Widell,Boston College,OT,78.4,297,10,,,5.41,19,24,98,4.53,,
1988,Steve Wilkes,Appalachian State (NC),OT,76.3,254,9.75,,,5.28,14,28.5,106,4.72,,12.58
1988,Channing Williams,Arizona State,FB,69.8,227,8.75,,,4.69,16,29.5,109,4.64,,12.1
1988,Jarvis Williams,Florida,SS,71.4,195,9,,,4.59,7,28,102,4.41,,11.98
1988,John Williams,Kansas State,WR,72.4,190,9,,,4.53,6,25.5,106,4.64,,12.42
1988,Terry Williams,Bethune-Cookman (FL),CB,70.5,192,8.25,,,4.46,18,28.5,116,4.34,,11.59
1988,Warren Williams,Miami (FL),RB,72.1,190,8,,,,8,,,,,
1988,Matt Wilson,Texas A&M,C,76.1,279,9.5,,,5.44,,24.5,103,5.01,,
1988,Scott Wilson,North Carolina State,DE,79.3,262,10.25,,,5.03,12,27.5,109,4.84,,
1988,Mike Withycombe,Frenso State (CA),OT,77.1,308,11,,,5.49,19,23,93,4.77,,
1988,Troy Wolkow,Minnesota,OG,74.9,269,9.5,,,4.89,26,31.5,101,4.58,,
1988,Ickey Woods,Nevada Las Vegas,FB,72.3,231,9,,,4.54,14,31.5,116,4.38,,12.06
1988,Keith Woodside,Texas A&M,RB,71.4,203,8.5,,,4.59,14,30.5,113,4.3,,11.42
1988,Bo Wright,Alabama,FB,70.1,210,9.5,,,4.46,18,30.5,109,4.2,,11.24
1988,Richard Zayas,Brigham Young,WR,71.8,176,9,,,4.66,1,30,109,4.39,,12.1
1988,Marty Zendejas,Nevada Las Vegas,K,68.3,168,7.5,,,,4,,,,,
1988,Marc Zeno,Tulane (LA),WR,74.9,202,9,,,4.81,7,35,114,4.32,,11.7
1988,Phil Zielinski,Central Michigan,OLB,74.9,233,,,,4.97,,28.5,108,4.32,,11.46
1987,Mike Adams,Arizona State,CB,69.8,198,8.5,30.5,,4.42,13,32,118,4.6,,11.91
1987,John Adickes,Baylor,C,74.8,266,10.25,30,,4.97,25,26.5,103,4.6,,
1987,Tommy Agee,Auburn,FB,71.8,217,9,30.75,,,15,,,,,
1987,David Alexander,Tulsa (OK),C,75,279,10.5,32.75,,5.13,22,27.5,105,4.33,,
1987,Lyneal Alston,Southern Mississippi,WR,72.1,202,10,33,,4.64,7,32,114,4.52,,11.85
1987,Steve Alvord,Washington,DE,76.5,273,8.75,34,,4.86,18,28.5,108,4.49,,
1987,Anthony Anderson,Grambling State (LA),CB,73.6,208,8.5,32.5,,4.69,,31,111,4.48,,12.17
1987,Joe Armentrout,Wisconsin,FB,72.3,220,10.25,30.5,,4.71,18,31,116,4.16,,11.59
1987,Bruce Armstrong,Louisville,OT,76,284,10.25,32.75,,5.05,22,27,100,4.81,,
1987,Gene Atkins,Florida A&M,FS,71.3,191,9,29.75,,4.58,14,31,120,4.55,,12.05
1987,Robert Awalt,San Diego State,TE,77,239,9.5,30.75,,4.86,,28,108,4.45,,12.07
1987,Stephen Baker,Frenso State (CA),WR,68,157,8.25,30.25,,4.6,,31,116,4.41,,11.89
1987,Jerry Ball,Southern Methodist (TX),DT,72.1,292,9,31.25,,5.14,23,24,96,4.77,,
1987,Robert Banks,Notre Dame,DT,76,250,8.5,31.5,,4.98,18,,,,,
1987,Roy Banks,Eastern Illinois,WR,70.1,188,9.5,32,,4.52,4,32,114,4.26,,11.31
1987,Roland Barbay,Louisiana State,DE,75.4,259,10,32.5,,5.18,13,21.5,91,4.59,,
1987,Steve Bartalo,Colorado State,RB,68.8,201,9.5,28,,4.83,14,28.5,114,4.05,,11.34
1987,Doug Bartlett,Northern Illinois,OLB,74.3,250,9.75,30.75,,4.75,31,31,112,4.12,,
1987,Harris Barton,North Carolina,C,76.3,280,9.5,31.75,,5.03,24,31,106,4.46,,
1987,Gerald Bayless,Bowling Green (OH),TE,75.8,235,9.25,32,,4.82,,26,108,4.34,,11.62
1987,Albert Bell,Alabama,WR,70.8,174,9.25,30,,4.63,4,29.5,114,4.5,,12.23
1987,Leonard Bell,Indiana,SS,70.8,201,8.75,30.5,,4.61,18,30,106,4.3,,11.8
1987,Mark Bellini,Brigham Young,WR,70.9,178,9,30,,,8,,,,,
1987,Rod Bernstine,Texas A&M,RB,75,238,10,32.25,,4.68,18,29.5,112,4.39,,12.01
1987,Ray Berry,Baylor,ILB,74.5,226,9.25,31,,4.85,22,28.5,105,4.47,,12.01
1987,Steve Beuerlein,Notre Dame,QB,74.4,203,10,30,,5.1,3,23,93,4.63,,
1987,Alvin Blount,Eastern Kentucky,WR,69.5,201,8.75,31.25,,4.58,13,35,116,4.17,,11.08
1987,Ron Bohm,Illinois,DT,74.6,254,8.75,31.25,,5.12,13,24.5,103,4.54,,
1987,John Bosa,Boston College,DE,76.1,267,9.75,31.5,,4.85,27,28,99,4.41,,
1987,Stephen Braggs,Texas,CB,69,176,9.75,29.75,,4.55,7,28.5,111,4.1,,11.64
1987,David Brandon,Memphis,OLB,75.1,223,9,32,,4.73,9,26.5,108,4.45,,12.12
1987,Jeff Bregel,Southern California,OG,76.3,279,9.75,31,,5.4,20,28.5,108,4.63,,
1987,James Brim,Wake Forest,WR,75,183,7.75,32,,4.53,7,32,116,4.12,,11.21
1987,Louis Brock,Southern California,CB,70.6,163,9.5,31.25,,,,,,,,
1987,Jerome Brown,Miami (FL),DT,74.3,292,9.75,33,,4.86,17,,,,,
1987,Tom Brown,Pittsburgh,RB,72.5,218,8.5,29.75,,4.69,19,25.5,97,4.35,,11.8
1987,Jason Buck,Brigham Young,DE,77,250,9.25,32.75,,,19,,,,,
1987,Tony Burse,Middle Tennessee State,RB,72,220,9.5,30.5,,4.71,20,27.5,104,4.88,,12.37
1987,Cody Carlson,Baylor,QB,75,191,9.25,31,,4.82,,29.5,111,4.45,,
1987,Mark Carrier,Nicholls State (LA),WR,71.8,182,9.25,30.75,,4.46,9,30,114,4.51,,12
1987,Toby Caston,Louisiana State,OLB,73,235,9.5,31.75,,4.82,10,32.5,117,4.55,,12.18
1987,Dick Chapura,Missouri,DT,75.4,275,9.25,32.5,,,,,,,,
1987,Robert Clark,North Carolina Central,WR,69.3,170,9.5,29.75,,4.58,4,28.5,114,4.58,,11.63
1987,John Clay,Missouri,OT,77.4,320,9.75,33.25,,5.51,16,25,85,4.77,,
1987,Michael Clemons,William & Mary (VA),TE,64.9,163,8.25,28.25,,4.67,9,29,108,4.42,,11.62
1987,Joey Clinkscales,Tennessee,WR,73,193,9.75,31.75,,4.61,,32.5,103,4.43,,11.78
1987,Chris Conlin,Penn State,OT,75.4,285,9.75,32.25,,5.33,21,23,92,4.59,,
1987,Toi Cook,Stanford,CB,70.3,185,8.5,29.5,,4.58,,29,114,4.3,,11.46
1987,Dave Croston,Iowa,OT,76.8,281,10.5,33.75,,5.48,14,24.5,92,4.76,,
1987,Brian Davis,Nebraska,CB,73.1,189,8.25,30.5,,4.45,8,35.5,119,4.17,,11.68
1987,Greg Davis,Citadel (SC),K,71,197,9,29.25,,5.07,14,22,104,4.68,,
1987,John Davis,Georgia Tech,OG,75.9,301,9,31.25,,5.53,21,21,,,,
1987,Mark Dennis,Illinois,OT,78.3,292,10.25,34,,5.29,18,26,97,4.71,,
1987,John Diettrich,Ball State (IN),K,72.8,194,9.75,30.25,,,1,,,,,
1987,Randy Dixon,Pittsburgh,OG,75.6,292,9.5,33.25,,5.28,24,25,90,5.17,,
1987,Karl Dorrell,UCLA,WR,71,188,9.5,31.25,,4.67,8,30.5,112,4.44,,11.77
1987,D.J. Dozier,Penn State,RB,72.3,204,10.25,31.25,,,,34,122,,,
1987,Doug Dubose,Nebraska,RB,71,191,8.75,29.5,,,11,,,,,
1987,David Dudley,Arkansas,OLB,74.1,210,9.75,33,,4.65,15,27.5,111,4.38,,11.69
1987,Curtis Duncan,Northwestern,WR,70.3,180,9.5,31.5,,4.44,12,31,117,4.56,,11.86
1987,Scott Eccles,Eastern New Mexico,TE,76.3,243,9.25,31.75,,4.57,19,31,116,4.2,,11.65
1987,Onzy Elam,Tennessee State,OLB,73.8,216,9,30.75,,4.71,19,29.5,110,4.35,,11.88
1987,Tony Elliott,Central Michigan,SS,70.4,190,9.25,30.5,,4.84,8,27,103,4.21,,11.73
1987,Larry Emory,Wisconsin,RB,68.6,193,9.25,30,,4.6,13,30,116,4.02,,11.47
1987,Byron Evans,Arizona,ILB,74,220,9.5,32.75,,4.79,17,29.5,117,4.48,,11.94
1987,Donald Evans,Winston-Salem State (NC),DT,73.8,262,8.5,32,,4.62,29,31,115,4.52,,
1987,Thomas Everett,Baylor,FS,68,177,9.5,30,,4.56,11,,,,,
1987,Charles Faucette,Maryland,ILB,74.8,240,9.75,30.5,,4.91,,30,113,4.46,,11.91
1987,Rick Fenney,Washington,FB,74.3,246,9.75,31.5,,4.79,28,29.5,101,4.46,,11.91
1987,Terrence Flagler,Clemson,RB,71.6,199,9.75,30,,4.52,15,30.5,113,4.41,,12.2
1987,Kenneth Flowers,Clemson,RB,71.9,211,9.5,31.25,,4.44,14,31,119,4.4,,11.86
1987,Ron Francis,Baylor,CB,69.4,188,8.5,30,,4.49,8,34,115,4.06,,11.28
1987,Chris Gambol,Iowa,OT,78.5,291,10.5,33.5,,5.2,21,27,110,4.69,,
1987,Rich Gannon,Delaware,QB,74.3,193,9.5,30,,4.58,7,32.5,110,4.11,,
1987,Mark Garalczyk,Western Michigan,DT,76.9,272,10.75,31.75,,5.01,14,28,106,4.56,,
1987,Everett Gay,Texas,WR,74.1,204,10.5,32.5,,4.6,2,37.5,123,4.38,,11.57
1987,John Gesek,Cal State Sacramento,OT,76.5,274,9.75,32,,5.21,23,25.5,107,4.87,,
1987,Charles Glaze,South Carolina State,SS,71.8,197,8,30.75,,4.5,,29.5,115,4.5,,11.8
1987,Kevin Gogan,Washington,OG,79,310,9.75,32.75,,5.46,,20.5,88,4.88,,
1987,Chris Goode,Alabama,CB,71.6,192,9.75,31.75,,4.6,2,33,116,4.25,,11.38
1987,Alex Gordon,Cincinnati,OLB,76.8,239,9.75,34,,4.85,13,29,115,4.62,,12.81
1987,Sonny Gordon,Ohio State,FS,70.5,195,9,31.25,,4.6,19,30.5,106,,,
1987,Rick Graf,Wisconsin,OLB,77,240,9.5,32,,4.66,18,34,122,4.02,,11.56
1987,Don Graham,Penn State,ILB,73.5,240,9.5,31,,4.85,18,29,105,4.21,,11.77
1987,Marcus Greenwood,UCLA,FB,72.3,206,9.25,30.75,,4.65,13,32,112,4.12,,11.74
1987,Wayne Haddix,Liberty (VA),CB,73.1,200,8.75,32.75,,4.67,8,37,122,4.35,,11.36
1987,Delton Hall,Clemson,CB,72,202,9.25,30,,4.48,3,30.5,112,4.61,,12.4
1987,Ron Hall,Hawaii,TE,76.1,239,10,32,,4.71,20,28.5,111,4.14,,11.41
1987,Shawn Halloran,Boston College,QB,76.3,217,10.25,31.25,,5.14,10,23.5,94,4.53,,
1987,Tracy Ham,Georgia Southern,RB,70.3,196,9.25,30,,4.74,6,28,110,4.28,,11.8
1987,James Hansen,Utah,OT,76.8,258,8.75,31.75,,5.09,21,24,108,4.43,,
1987,Jim Harbaugh,Michigan,QB,74.3,203,9.75,31.25,,,,,,,,
1987,Archie Harris,William & Mary (VA),OT,77.9,270,9.5,32.25,,5.08,31,,,,,
1987,William Harris,Bishop (TX),TE,76.3,244,10,33,,4.71,10,28,107,4.43,,12.6
1987,Lakei Heimuli,Brigham Young,RB,70.8,219,9.5,30,,4.81,20,29.5,101,4.75,,12.63
1987,Thomas Henley,Stanford,WR,69.3,174,8.25,29.75,,4.53,,31,108,4.22,,11.57
1987,Cliff Hicks,Oregon,CB,69.4,192,9,29.5,,4.5,8,31.5,116,4.34,,11.33
1987,Alonzo Highsmith,Miami (FL),FB,72.9,236,9.5,33,,,27,34,118,,,
1987,Bruce Hill,Arizona State,WR,71.8,173,,,,4.49,,30.5,116,4.03,,11.36
1987,Lonzell Hill,Washington,WR,70.6,190,8.75,30.75,,4.57,,31,113,4.11,,11.32
1987,Merril Hoge,Idaho State,FB,72.6,210,8.5,30,,4.89,15,28.5,100,4.09,,11.33
1987,John Holifield,West Virginia,RB,71.1,208,9.25,31,,4.55,14,30.5,115,4.15,,11.67
1987,Johnny Holland,Texas A&M,OLB,73.8,226,10.25,33,,4.76,16,33.5,124,4.36,,11.89
1987,Bruce Holmes,Minnesota,OLB,73.9,229,10.5,31.5,,4.92,15,28,105,4.5,,12.4
1987,Darryl Holmes,Fort Valley State (GA),SS,74.4,188,9,32.5,,4.73,2,30.5,116,4.22,,11.53
1987,Jon Horton,Arizona,WR,72.5,186,,,,4.64,2,30,116,,,
1987,Todd Howard,Texas A&M,OLB,74.9,237,9.5,32.5,,4.8,17,28,108,4.5,,12.16
1987,Doug Hudson,Nicholls State (LA),QB,73.8,197,7.25,29,,4.86,,25,105,4.52,,
1987,Mark Ingram,Michigan State,WR,70.6,188,9,30.25,,4.42,8,32,111,4.16,,11.42
1987,Jeff Jaeger,Washington,K,71.4,190,8.5,30,,4.96,6,26,103,4.49,,
1987,Michael James,Washington State,WR,70.9,185,9.75,30.25,,4.5,16,35,117,4.37,,11.44
1987,Ilia Jarostchuk,New Hampshire,ILB,75.5,231,8.5,30.5,,4.77,,31,116,4.43,,11.88
1987,Curt Jarvis,Alabama,DT,73,266,9.25,30.25,,5.08,15,24.5,92,4.69,,
1987,Haywood Jeffires,North Carolina State,WR,74.1,191,9,33,,4.41,,,,,,
1987,Alfred Jenkins,Arizona,RB,75.3,218,10.25,32,,4.74,,31,116,4.49,,
1987,Tim Jessie,Auburn,RB,71.3,190,9.5,31.25,,,12,,,,,
1987,Tim Johnson,Penn State,DT,74,253,9.25,31.25,,5.03,20,25,100,4.56,,
1987,Walter Johnson,Louisiana Tech,OLB,71.1,240,9.25,32,,4.54,22,29.5,116,4.36,,11.33
1987,Walter Johnson,Pittsburgh,DT,73,257,9.5,31.25,,4.97,20,28.5,110,4.86,,
1987,Will Johnson,Louisiana-Monroe,DE,76,232,9.75,33.25,,,17,33.5,115,,,
1987,Dale Jones,Tennessee,ILB,73.1,223,9.5,29.75,,4.91,,25,101,4.55,,12.64
1987,Leonard Jones,Texas Tech,FS,73,186,8.5,30.75,,4.64,9,31.5,113,4.33,,11.8
1987,Nelson Jones,North Carolina State,FS,72.8,194,9.5,32,,4.64,6,,,,,
1987,Rod Jones,Washington,TE,75.3,246,10,32.5,,4.85,14,24,108,4.47,,12.53
1987,Tim Jordan,Wisconsin,OLB,75,226,8.75,31.5,,4.6,21,28.5,112,4.2,,11.42
1987,Chris Kelley,Akron,TE,75,242,10,31.5,,4.88,13,30,102,4.5,,12.01
1987,Larry Kelm,Texas A&M,OLB,75.8,221,8.5,31.75,,4.83,12,30,113,4.29,,11.96
1987,Paul Kiser,Wake Forest,OG,75.6,277,9.5,30.75,,5.11,,26,93,4.95,,
1987,Wally Kleine,Notre Dame,DE,80.4,299,10.25,35,,5.2,18,27.5,99,4.74,,
1987,Shawn Knight,Brigham Young,DE,78.3,292,9.25,32.25,,,23,,,,,
1987,Fred Lane,Georgia,WR,68.4,171,9.5,31,,4.48,2,25,109,4.36,,11.93
1987,Gary Lee,Georgia Tech,WR,72.8,195,,,,4.53,4,31.5,117,,,
1987,John Little,Georgia,FS,73.3,199,9.25,30,,4.66,,29,113,4.19,,11.65
1987,Charles Lockett,Long Beach State (CA),WR,70.6,175,8.75,30,,4.45,3,33,113,4.39,,12
1987,Danny Lockett,Arizona,OLB,74,228,9.5,32,,4.83,21,30.5,120,4.39,,12.18
1987,Joe Macesker,Texas-El Paso,OT,78.5,286,10,33,,5.23,22,25.5,106,5.01,,
1987,Milton Mack,Alcorn State (MS),CB,70.6,186,9.75,30,,4.53,12,34.5,118,4.22,,11.32
1987,Terence Mack,Clemson,OLB,75,239,8.5,31.5,,,16,26,107,,,
1987,Don Majkowski,Virginia,QB,73.5,199,9,32.25,,4.83,,34,116,4.13,,
1987,Massimo Manca,Penn State,K,69.6,206,8.75,29,,5.18,,21,91,4.73,,
1987,Tim Manoa,Penn State,FB,72,232,9.25,31.5,,4.71,22,24.5,106,4.35,,12.08
1987,Warren Marshall,James Madison (VA),FB,73.1,219,10,30.75,,4.68,14,26.5,111,4.56,,12.19
1987,Willie Marshall,Temple,WR,73.5,183,,,,4.59,3,32.5,120,,,
1987,Kelvin Martin,Boston College,WR,69,160,,,,4.55,7,29,112,4.14,,11.39
1987,Skip Mcclendon,Arizona State,DE,77,266,9,33.25,,5.12,12,28,112,4.52,,
1987,David Mccluskey,Georgia,FB,72,221,9.25,31.5,,4.71,,22.5,101,4.37,,12.06
1987,Tim Mcdonald,Southern California,SS,74.5,207,8.75,32,,4.72,6,33,122,4.27,,11.78
1987,Thomas Mchale,Cornell (NY),DE,76,271,9.75,32.5,,5.21,,25,,4.61,,
1987,Keith Mckeller,Jacksonville State (FL),TE,76.3,244,10,31,,4.84,16,31,111,4.63,,12.7
1987,Ron Mclean,Cal-State Fullerton,DE,75.5,267,9.5,32.25,,4.99,20,24,114,4.68,,
1987,Bruce Mesner,Maryland,DT,76.9,279,8.5,32.75,,,20,,,,,
1987,Chris Miller,Oregon,QB,73.4,190,,,,4.74,,30.5,117,4.35,,
1987,Roland Mitchell,Texas Tech,CB,71.1,180,9.5,31.5,,4.49,9,32,128,4.15,,11.49
1987,Stacey Mobley,Jackson State (MS),WR,67.4,157,,,,4.55,7,33.5,115,4.52,,12.09
1987,Jeff Modesitt,Delaware,TE,75.8,241,9.5,31.75,,4.89,16,30.5,112,4.48,,12.34
1987,Mark Moore,Oklahoma State,FS,71,199,9,30.5,,4.7,7,28,114,4.1,,11.23
1987,Dan Morgan,Penn State,OG,78.3,288,8.5,31.75,,5.25,14,25,93,4.84,,
1987,Ron Morris,Southern Methodist (TX),WR,72.6,187,,,,4.59,8,31.5,116,4.29,,11.05
1987,Bobby Morse,Michigan State,RB,69.6,201,9.75,29.75,,4.65,14,29,110,4.07,,11.5
1987,Gary Moss,Georgia,CB,70.4,193,8.25,30,,,12,,,,,
1987,Winston Moss,Miami (FL),OLB,75.3,235,9.25,31.5,,4.69,16,30,111,4.36,,11.62
1987,Ronnie Moten,Florida,OLB,72.5,230,9.5,30.25,,4.8,20,30.5,116,,,
1987,Mark Mraz,Utah State,DT,75.1,256,9.5,31,,4.92,21,28,113,4.53,,
1987,Jamie Mueller,Benedictine (KS),FB,73,224,9.75,31.25,,4.61,19,33,117,3.99,,11.31
1987,Marc Munford,Nebraska,OLB,74,238,9,30.5,,4.78,15,30,110,4.31,,11.85
1987,Ricky Nattiel,Florida,WR,68.9,178,,,,4.41,,32,116,,,
1987,Frankie Neal,Fort Hays State (KS),WR,73.3,208,,,,4.51,,35,120,4.38,,11.63
1987,Calvin Nicholas,Grambling State (LA),WR,75.8,208,,,,4.67,12,27.5,117,4.4,,11.99
1987,Gerald Nichols,Florida State,DT,73,263,9.25,31.25,,4.93,22,25,109,4.48,,
1987,Hardy Nickerson,California,ILB,73.5,223,9.5,30.5,,4.82,19,28,108,4.15,,11.46
1987,Danny Noonan,Nebraska,DT,75,274,9.75,32.25,,4.82,,32,115,4.38,,
1987,Paul O'Connor,Miami (FL),OG,75,279,10.25,32,,5.39,,24,93,4.62,,
1987,Nate Odomes,Wisconsin,CB,69.3,188,9,30.75,,4.43,18,33.5,119,4.3,,11.59
1987,Christian Okoye,Azusa Pacific (CA),RB,73.6,250,9.75,33,,,21,31,,,,
1987,Darryl Oliver,Miami (FL),RB,70.8,194,9.5,31.5,,4.63,12,28,112,4.4,,12.07
1987,Bob Ontko,Penn State,OLB,75,233,8,31,,4.92,23,28.5,116,4.28,,11.9
1987,Paul Palmer,Temple,RB,69.3,184,9.75,29.75,,4.53,11,30,116,4.22,,11.49
1987,Keith Paskett,Western Kentucky,WR,71.1,180,,,,4.5,4,29,111,4.35,,11.65
1987,Todd Peat,Northern Illinois,OG,74,294,10,31.5,,5.37,18,26,100,4.92,,
